,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
3132,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,0.501,0.885,0.501,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1
3133,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,84,0.459,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1
3134,Touch,Atlas: II,Sleeping At Last,2019-11-01,256299,71,0.415,0.955,0.415,0.104,3.79e-06,0.104,-11.83,0.0426,82.006,3,1
3135,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,75,0.507,0.855,0.507,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1
3136,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,0.567,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
3137,Hard Sometimes,Free Time,Ruel,2019-09-13,269493,67,0.407,0.845,0.407,0.317,2.66e-06,0.139,-7.895,0.0429,81.899,4,1
3138,Moral of the Story,Moral of the Story,Ashe,2019-02-14,201083,76,0.572,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,4,1
3139,you were good to me (bonus track),love is not dying,Jeremy Zucker,2020-04-17,219146,1,0.469,0.897,0.469,0.08,4.22e-05,0.112,-15.489,0.0425,101.238,4,1
3140,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,77,0.589,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,89.749,4,1
3141,As the World Caves In,As the World Caves In,Matt Maltese,2017-03-06,218754,77,0.331,0.365,0.331,0.45,0.00464,0.22,-5.362,0.034,123.829,4,1
3142,Sparks,Parachutes,Coldplay,2000-07-10,227093,80,0.371,0.748,0.371,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,1
3143,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0.872,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1
3144,changes,?,XXXTENTACION,2018-03-16,121886,81,0.669,0.883,0.669,0.308,0.0,0.0984,-10.068,0.029,64.934,4,1
3145,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",Lil Peep,2018-11-09,196400,81,0.669,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,120.013,4,1
3146,the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,160184,81,0.699,0.779,0.699,0.304,0.000993,0.137,-11.192,0.0993,119.705,4,1
3147,Feeling Whitney,Stoney (Deluxe),Post Malone,2016-12-09,257266,76,0.412,0.787,0.412,0.227,4.69e-06,0.282,-12.696,0.0359,80.111,4,1
3148,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,0.667,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1
3149,that way,all the things i never said,Tate McRae,2020-01-24,175026,81,0.453,0.728,0.453,0.383,0.0,0.387,-11.015,0.163,105.029,4,1
3150,tear myself apart,tear myself apart,Tate McRae,2019-08-28,168546,60,0.478,0.162,0.478,0.504,0.0,0.119,-6.91,0.0305,86.048,4,1
3151,It's Ok,The Pleasant Trees,Tom Rosenthal,2014-09-01,191352,71,0.561,0.871,0.561,0.111,0.205,0.103,-15.11,0.0324,148.191,4,1
3152,listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,242652,77,0.319,0.935,0.319,0.0561,0.00384,0.388,-23.023,0.045,79.764,3,1
3153,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,82,0.522,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,4,1
3154,Say,Ready,Ruel,2018-06-15,227433,63,0.617,0.771,0.617,0.315,0.0,0.0809,-7.998,0.0326,119.822,3,1
3155,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,82,0.704,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,4,1
3156,Wasted,MKTO,MKTO,2012,184213,63,0.313,0.787,0.313,0.429,0.0,0.0863,-7.415,0.0343,77.27,4,1
3157,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,0.311,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1
3158,My Tears Are Becoming A Sea,"Hurry Up, We're Dreaming",M83,2011,151826,61,0.194,0.11,0.194,0.376,0.386,0.593,-11.356,0.0463,48.637,3,1
3159,Someone To Stay,Revival,Vancouver Sleep Clinic,2017-04-07,254013,68,0.436,0.588,0.436,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,4,1
3160,Star Shopping,Star Shopping,Lil Peep,2015,142000,83,0.585,0.0967,0.585,0.471,0.0184,0.115,-9.934,0.0616,93.099,4,1
3161,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,83,0.523,0.512,0.523,0.606,0.0,0.106,-4.754,0.0301,145.837,4,1
3162,Atlantis,Tell Me It's Real (Expanded Edition),Seafret,2016-01-29,229173,74,0.4,0.0529,0.4,0.479,2.14e-06,0.115,-7.989,0.0308,166.159,4,1
3163,Half Light,Half Light,BANNERS,2016-05-27,185946,65,0.532,0.816,0.532,0.392,0.0,0.122,-7.502,0.0289,151.879,4,1
3164,Unspoken,Unspoken,Aaron Smith,2019-07-19,210000,52,0.376,0.958,0.376,0.172,0.0,0.354,-13.372,0.0379,143.398,4,1
3165,Two,Atlas: Enneagram,Sleeping At Last,2019-07-11,258609,61,0.504,0.902,0.504,0.327,7.63e-06,0.445,-9.49,0.0367,132.803,4,1
3166,Berlin,Dawn,RY X,2016-05-06,174172,59,0.393,0.963,0.393,0.0668,0.105,0.107,-20.755,0.0404,136.938,4,1
3167,Roslyn,Stories,Ben Pellow,2017-04-06,317440,64,0.267,0.946,0.267,0.0563,0.00567,0.109,-14.171,0.0375,134.347,5,1
3168,Youth,If You Leave,Daughter,2013-01-01,253013,64,0.4,0.887,0.4,0.525,0.00543,0.117,-11.294,0.0435,146.977,4,1
3169,Truce,Vessel,Twenty One Pilots,2013-01-08,142546,61,0.537,0.994,0.537,0.0231,0.0471,0.146,-14.407,0.0475,120.322,4,1
3170,Fine Line,Fine Line,Harry Styles,2019-12-13,377960,78,0.306,0.172,0.306,0.347,0.00013,0.0485,-8.5,0.0334,120.996,4,1
3171,before I close my eyes,?,XXXTENTACION,2018-03-16,99658,68,0.356,0.976,0.356,0.143,1.89e-05,0.111,-15.148,0.0388,75.522,4,1
3172,Tell Me Why I'm Waiting,Passion & Confusion,Timmies,2017-04-14,123927,0,0.671,0.799,0.671,0.277,0.000304,0.0655,-11.185,0.0564,123.986,4,1
3173,Heaven's Not Too Far,We Three,We Three,2018-12-14,242746,61,0.468,0.399,0.468,0.415,0.0,0.0978,-6.583,0.0304,116.724,4,1
3174,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,0.357,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1
3175,Where's My Love,SYML,SYML,2019-05-03,202009,78,0.608,0.854,0.608,0.358,0.0186,0.113,-10.018,0.0253,103.94,4,1
3176,Ribs,Pure Heroine (Extended),Lorde,2013-01-01,258969,78,0.511,0.534,0.511,0.472,0.614,0.11,-9.277,0.091,127.978,4,1
3177,Take on the World,Night People,You Me At Six,2017-01-06,271306,66,0.557,0.16,0.557,0.532,4.42e-06,0.0999,-6.467,0.0307,103.992,4,1
3178,Bored,Bored,Billie Eilish,2017-03-30,180933,88,0.614,0.896,0.614,0.318,0.00239,0.0795,-12.695,0.0478,119.959,4,1
3179,Fix You,X&Y,Coldplay,2005-06-07,295533,82,0.209,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,4,1
3180,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,84,0.557,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4,1
3181,Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347520,73,0.61,0.195,0.61,0.788,0.0142,0.153,-5.724,0.0585,101.045,4,1
3182,crash,vertigo,EDEN,2018-01-19,232412,66,0.503,0.872,0.503,0.212,0.000293,0.12,-12.735,0.0658,118.492,4,1
3183,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,79,0.773,0.836,0.773,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4,1
3184,7 Years (Remix),7 Years (Remix),Sik World,2016-06-04,134197,73,0.811,0.227,0.811,0.609,0.0,0.102,-8.376,0.0996,120.071,4,1
3185,White Blood,Oh Wonder,Oh Wonder,2015-09-04,257426,64,0.477,0.845,0.477,0.229,0.000446,0.196,-14.402,0.0555,131.28,4,1
3186,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,0.445,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1
3187,Consequences,Camila,Camila Cabello,2018-01-12,178466,68,0.455,0.889,0.455,0.292,0.0,0.106,-6.792,0.0563,84.339,5,1
3188,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,67,0.572,0.0283,0.572,0.499,0.0,0.213,-5.237,0.0311,101.593,4,1
3189,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,80,0.556,0.0689,0.556,0.538,0.0,0.196,-5.408,0.0382,143.95,4,1
3190,The Story,Kid Krow,Conan Gray,2020-03-20,245266,71,0.542,0.817,0.542,0.299,0.0,0.109,-10.379,0.0305,141.917,4,1
3191,bitches broken hearts,bitches broken hearts,Billie Eilish,2018-03-30,176471,75,0.778,0.921,0.778,0.422,0.00924,0.0958,-10.114,0.0482,120.033,4,1
3192,Consequences - orchestra,Consequences (orchestra),Camila Cabello,2018-10-09,181913,59,0.547,0.645,0.547,0.289,0.0,0.148,-8.131,0.0348,104.851,3,1
3193,The Weight,Handwritten (Deluxe),Shawn Mendes,2015-04-14,183466,54,0.476,0.416,0.476,0.496,0.0,0.0945,-6.948,0.0368,111.355,4,1
3194,idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,203569,78,0.483,0.737,0.483,0.412,0.0,0.116,-8.461,0.0402,170.163,3,1
3195,watch,dont smile at me,Billie Eilish,2017-12-22,177523,77,0.441,0.333,0.441,0.599,0.00198,0.103,-8.985,0.225,165.212,4,1
3196,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,81,0.516,0.0275,0.516,0.595,0.0,0.109,-4.63,0.0313,119.972,4,1
3197,You Found Me,The Fray,The Fray,2009-02-02,241853,75,0.338,0.0187,0.338,0.803,0.0,0.136,-5.412,0.0413,151.994,4,1
3198,Otherside,No Shape,Perfume Genius,2017-05-05,160169,0,0.277,0.906,0.277,0.137,0.000494,0.223,-11.45,0.0382,143.277,3,1
3199,This Is Home,This Is Home,Cavetown,2015-08-03,226073,0,0.81,0.56,0.81,0.266,1.05e-06,0.0962,-12.478,0.0407,130.041,4,1
3200,Something's Gotta Give,Camila,Camila Cabello,2018-01-12,236360,63,0.545,0.367,0.545,0.458,0.0,0.118,-4.6,0.0279,79.943,4,1
3201,ocean eyes,Ocean Eyes,Billie Eilish,2016-11-18,200560,65,0.475,0.819,0.475,0.37,0.0577,0.0841,-7.725,0.0361,144.828,4,1
3202,I Have Questions,I Have Questions,Camila Cabello,2017-05-21,221881,63,0.393,0.405,0.393,0.555,0.0,0.105,-6.096,0.276,167.999,4,1
3203,Somewhere Only We Know,Hopes And Fears,Keane,2004-01-01,236160,71,0.453,0.0794,0.453,0.655,7.61e-06,0.0849,-4.22,0.0259,172.012,4,1
3204,I Can't Handle Change,I Can't Handle Change,Roar,2010-03-14,198213,82,0.247,0.0455,0.247,0.438,0.000871,0.111,-8.479,0.0358,185.716,3,1
3205,Mind Over Matter,Mind Over Matter,Young the Giant,2014-01-17,244693,67,0.466,0.000501,0.466,0.763,0.0,0.0973,-4.448,0.0318,154.914,4,1
3206,goodbye,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,119409,68,0.153,0.837,0.153,0.138,0.55,0.254,-21.877,0.0503,74.318,3,1
3207,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,95466,85,0.734,0.847,0.734,0.57,2.14e-05,0.112,-7.066,0.133,129.953,4,1
3208,Two of Us,Walls,Louis Tomlinson,2020-01-31,217866,65,0.614,0.21,0.614,0.605,0.0,0.162,-5.63,0.0319,127.099,4,1
3209,I Met Sarah in the Bathroom,I Met Sarah in the Bathroom,awfultune,2019-07-31,121374,80,0.675,0.901,0.675,0.408,0.000714,0.16,-10.861,0.142,90.111,4,1
3210,Arcade,Arcade,Duncan Laurence,2019-03-07,183624,83,0.45,0.818,0.45,0.329,0.00109,0.135,-12.603,0.0441,71.884,3,1
3211,Falling,Falling,Trevor Daniel,2018-10-05,159381,52,0.785,0.123,0.785,0.431,0.0,0.0887,-8.756,0.0364,127.085,4,1
3212,Dead and Cold,Dead and Cold,SadBoyProlific,2018-07-21,89652,0,0.793,0.867,0.793,0.441,0.0,0.111,-10.297,0.579,74.746,4,1
3213,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,0.667,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1
3214,Questions,Questions,Kado,2021-09-01,180705,34,0.645,0.245,0.645,0.673,0.0,0.107,-4.479,0.0769,169.991,4,1
3215,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,77,0.696,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,4,1
3216,WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,161384,85,0.662,0.213,0.662,0.413,0.0,0.134,-7.357,0.0299,93.005,4,1
3217,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,0.567,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
3218,Ripping Out The Pages,Ripping Out The Pages,Kado,2021-06-28,212727,33,0.703,0.276,0.703,0.589,0.0,0.152,-5.081,0.0337,132.01,4,1
3219,One Day,One Day,Tate McRae,2017-12-24,202496,72,0.52,0.922,0.52,0.119,0.0,0.0883,-12.148,0.0407,69.217,4,1
3220,Empty Space,YOU,James Arthur,2019-10-18,213306,64,0.546,0.22,0.546,0.515,0.0,0.0611,-5.379,0.0563,164.792,4,1
3221,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,81,0.464,0.866,0.464,0.473,0.0,0.109,-10.086,0.129,75.801,4,1
3222,Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,2019-11-13,176971,79,0.541,0.882,0.541,0.153,1.66e-06,0.16,-10.654,0.0303,139.644,4,1
3223,Before You Go,Before You Go,Lewis Capaldi,2019-11-19,215106,78,0.459,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1
3224,Knife,Knife,Jimmi Ski,2021-08-13,203010,27,0.695,0.252,0.695,0.499,0.0,0.172,-7.621,0.0354,87.481,4,1
3225,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,0.357,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1
3226,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,43,0.585,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,1
3227,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,76,0.481,0.8,0.481,0.267,0.0,0.249,-9.249,0.0339,117.64,3,1
3228,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,0.311,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1
3229,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,87,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,4,1
3230,Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,2019-06-28,197732,80,0.629,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,4,1
3231,If By Chance,Safe Haven,Ruth B.,2017-05-05,303653,71,0.405,0.881,0.405,0.279,0.0,0.0933,-8.099,0.0334,119.85,4,1
3232,Listen More,Bubblegum,Adam Casanova,2021-08-27,200000,21,0.513,0.881,0.513,0.26,0.0,0.116,-8.993,0.0422,89.962,4,1
3233,Losin Control,There's Really A Wolf,Russ,2017-05-05,237506,75,0.759,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,96.992,4,1
3234,Lose You To Love Me,Lose You To Love Me,Selena Gomez,2019-10-23,206458,22,0.505,0.576,0.505,0.34,0.0,0.21,-9.005,0.0438,101.993,4,1
3235,It's Ok If You Forget Me,It's Ok If You Forget Me,Astrid S,2020-09-18,204989,70,0.562,0.526,0.562,0.379,0.0,0.151,-7.625,0.231,171.848,4,1
3236,Someday,Someday,Theo Zellus,2021-04-23,169625,19,0.633,0.00223,0.633,0.522,0.0,0.09,-10.248,0.0467,80.981,4,1
3237,Wrong Direction,Wrong Direction,Hailee Steinfeld,2020-01-01,248986,0,0.378,0.472,0.378,0.388,0.0,0.157,-9.017,0.036,72.293,4,1
3238,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,78,0.498,0.511,0.498,0.59,0.0,0.107,-4.721,0.032,145.867,4,1
3239,"I miss you, I’m sorry","I miss you, I’m sorry",Gracie Abrams,2020-04-08,167538,1,0.617,0.734,0.617,0.451,1.56e-06,0.128,-6.096,0.0481,109.757,4,1
3240,Are you happy?,Sad Songs,SHY Martin,2020-08-07,157555,68,0.632,0.714,0.632,0.578,0.0,0.42,-7.657,0.0905,139.324,4,1
3241,i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,2020-05-08,184505,73,0.535,0.771,0.535,0.359,0.0,0.111,-9.343,0.0607,154.163,4,1
3242,The One That Got Away,The One That Got Away,Brielle Von Hugel,2016-11-13,247695,68,0.281,0.926,0.281,0.139,0.0,0.099,-8.97,0.0421,63.473,4,1
3243,Hold On,Hold On,Chord Overstreet,2017-02-03,198853,0,0.608,0.484,0.608,0.448,0.0,0.0804,-9.572,0.0513,120.084,4,1
3244,Julia,~how i'm feeling~,Lauv,2020-03-06,218000,61,0.458,0.906,0.458,0.13,0.0,0.152,-14.575,0.0807,162.487,3,1
3245,It's You,It's You,Ali Gatie,2019-06-14,212606,3,0.732,0.374,0.732,0.463,0.0,0.194,-6.972,0.0287,95.971,4,1
3246,Sorry,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,220540,0,0.447,0.912,0.447,0.257,0.0,0.117,-9.172,0.0394,136.87,1,1
3247,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,88,0.351,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,4,1
3248,Forever,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,210863,73,0.646,0.873,0.646,0.355,0.0,0.115,-7.119,0.0263,84.988,4,1
3249,Complicated,Complicated,Olivia O'Brien,2015-08-09,189000,73,0.657,0.694,0.657,0.355,0.000427,0.123,-12.044,0.0714,74.99,4,1
3250,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,205686,69,0.688,0.443,0.688,0.53,0.0,0.0995,-5.507,0.0333,106.958,4,1
3251,you were good to me,brent,Jeremy Zucker,2019-05-03,219146,79,0.561,0.913,0.561,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,4,1
3252,A Little Bit Yours,A Little Bit Yours,JP Saxe,2020-09-02,225680,68,0.598,0.735,0.598,0.295,0.0,0.107,-8.553,0.0276,87.025,4,1
3253,Unlearn (with Gracie Abrams),Unlearn (with Gracie Abrams),benny blanco,2021-03-24,155361,67,0.429,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,4,1
3254,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,0,0.507,0.855,0.507,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1
3255,Someone You Loved,Breach,Lewis Capaldi,2018-11-08,182160,76,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,4,1
3256,Loved You Once,Loved You Once,Clara Mae,2019-06-21,148603,57,0.444,0.655,0.444,0.436,0.0,0.157,-5.988,0.042,77.724,3,1
3257,Lonely,Lonely,Noah Cyrus,2019-09-27,144386,0,0.594,0.779,0.594,0.26,0.0,0.0924,-9.062,0.0601,84.648,3,1
3258,Naked,Naked,James Arthur,2017-11-24,234106,72,0.529,0.104,0.529,0.607,0.0,0.0631,-6.781,0.0574,101.966,4,1
3259,Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016-09-09,211240,70,0.4,0.693,0.4,0.564,0.0,0.0863,-7.444,0.0523,99.269,4,1
3260,Bruises,Bruises,Lewis Capaldi,2017-06-19,218492,0,0.575,0.961,0.575,0.323,0.0,0.169,-6.213,0.0717,118.641,4,1
3261,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,80,0.421,0.952,0.421,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,1
3262,Lying That You Love Me,Lying That You Love Me,JC Stewart,2020-02-21,225792,58,0.558,0.291,0.558,0.45,0.0,0.432,-5.576,0.0299,127.874,4,1
3263,Little Do You Know,It's About Us,Alex & Sierra,2014-10-06,185200,76,0.5,0.746,0.5,0.292,0.0,0.188,-8.554,0.0323,145.879,4,1
3264,Fix It to Break It,Fix It to Break It,Clinton Kane,2020-03-27,198798,68,0.493,0.845,0.493,0.461,0.0,0.115,-8.524,0.0456,51.414,4,1
3265,Ripples,Ripples,Maximillian,2019-10-25,195404,60,0.683,0.682,0.683,0.346,0.0,0.278,-9.475,0.0785,129.682,4,1
3266,Let Me Down Slowly,Narrated For You,Alec Benjamin,2018-11-16,169353,83,0.652,0.74,0.652,0.557,0.0,0.124,-5.714,0.0318,150.073,4,1
3267,What We Had,What We Had,Sody,2019-11-15,182813,0,0.655,0.953,0.655,0.449,0.000375,0.109,-7.437,0.0418,123.842,4,1
3268,If you're meant to come back,If you're meant to come back,Justin Jesso,2020-04-17,179354,59,0.559,0.624,0.559,0.335,0.0,0.0717,-10.262,0.0364,93.017,4,1
3269,Six Feet Under,Six Feet Under,Billie Eilish,2016-11-17,189613,0,0.573,0.803,0.573,0.3,0.000338,0.0773,-12.774,0.0366,67.511,4,1
3270,Superficial Love,The Intro,Ruth B.,2015-11-27,207973,68,0.477,0.928,0.477,0.242,0.0,0.0818,-9.162,0.0529,43.509,4,1
3271,Closure,Closure,Hayd,2021-04-01,196277,47,0.696,0.967,0.696,0.106,0.0,0.292,-16.185,0.0458,124.168,4,1
3272,Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,81,0.553,0.697,0.553,0.586,0.0,0.0813,-6.319,0.0362,126.684,4,1
3273,Already Gone,Already Gone,Sleeping At Last,2015-10-06,240790,58,0.447,0.956,0.447,0.206,4.56e-06,0.107,-11.75,0.0519,66.734,4,1
3274,All I Want,In A Perfect World,Kodaline,2013-10-08,305746,0,0.209,0.172,0.209,0.412,0.15,0.0843,-9.733,0.0443,86.26,3,1
3275,I Can't Fall in Love Without You,So Good,Zara Larsson,2017-03-17,180640,68,0.485,0.784,0.485,0.332,0.000122,0.146,-9.244,0.0338,130.813,4,1
3276,Bones,Bones,JC Stewart,2019-07-19,187588,54,0.451,0.468,0.451,0.436,0.0,0.0944,-7.115,0.0394,155.961,3,1
3277,Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,256688,72,0.572,0.835,0.572,0.155,0.000137,0.0906,-14.405,0.0344,109.923,3,1
3278,i don't think i love you anymore,i don't think i love you anymore,Alaina Castillo,2019-10-18,229383,56,0.557,0.731,0.557,0.358,6.14e-06,0.163,-7.095,0.0329,72.877,4,1
3279,You Said You'd Grow Old With Me,Wide Awake,Michael Schulte,2012-09-28,224743,67,0.531,0.905,0.531,0.347,0.0,0.0935,-7.044,0.0345,114.441,4,1
3280,Paralyzed,Mansion,NF,2015-03-31,270453,0,0.504,0.187,0.504,0.654,6.45e-06,0.102,-6.662,0.0476,130.027,4,1
3281,Too Good At Goodbyes - Edit,Too Good At Goodbyes,Sam Smith,2017-09-08,201000,0,0.653,0.658,0.653,0.378,0.0,0.177,-8.273,0.0533,91.835,4,1
3282,The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,4,0.443,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,174.107,3,1
3283,Dear No One,Foreword,Tori Kelly,2013-01-01,197846,0,0.68,0.123,0.68,0.585,0.0,0.103,-5.898,0.249,83.791,4,1
3284,Let Him Go,Let Him Go (feat. Clara Mae),JUNG,2019-10-04,215000,58,0.692,0.5,0.692,0.251,0.0,0.0996,-7.858,0.034,96.551,5,1
3285,bad ones,TOO YOUNG TO BE SAD,Tate McRae,2021-03-26,183133,65,0.692,0.305,0.692,0.431,1.39e-05,0.132,-11.884,0.0335,138.925,4,1
3286,A Thousand Years,A Thousand Years,Christina Perri,2011-10-18,285120,80,0.421,0.309,0.421,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,1
3287,when the party's over - Recorded at Spotify Studios NYC,Spotify Singles,Lewis Capaldi,2019-06-12,232837,65,0.509,0.946,0.509,0.183,0.0,0.0914,-10.27,0.0377,117.354,3,1
3288,All I Ever Need,The Secret,Austin Mahone,2014-05-23,213680,0,0.704,0.104,0.704,0.609,0.0,0.112,-6.158,0.0304,129.945,4,1
3289,Maybe It Was Me,Maybe It Was Me,Sody,2018-09-28,179320,57,0.457,0.729,0.457,0.333,0.0,0.166,-9.76,0.131,166.463,4,1
3290,Crying My Eyes Out,Crying My Eyes Out,Stephen Puth,2019-11-22,176539,58,0.746,0.201,0.746,0.529,9.65e-06,0.127,-6.378,0.0338,104.023,4,1
3291,Please Don't Go,Please Don't Go,Joel Adams,2015-11-06,210580,73,0.513,0.0118,0.513,0.768,1.94e-05,0.294,-4.868,0.0587,84.264,4,1
3292,Wait for You (feat. Zoe Wees),Wait for You (feat. Zoe Wees),Tom Walker,2020-09-11,153026,67,0.502,0.366,0.502,0.65,0.0,0.0956,-4.27,0.0531,159.78,4,1
3293,I Was Made For Loving You,Unbreakable Smile (Deluxe),Tori Kelly,2015-10-16,188939,0,0.381,0.33,0.381,0.344,0.0,0.0973,-11.939,0.0311,109.289,3,1
3294,Don't Watch Me Cry,Lost & Found,Jorja Smith,2018-06-08,190429,65,0.559,0.887,0.559,0.157,0.0,0.107,-10.132,0.0414,130.877,4,1
3295,Dancing On My Own,Dancing On My Own,Calum Scott,2016-06-03,260004,0,0.608,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,0.0332,112.175,4,1
3296,Anyone,Anyone,Demi Lovato,2020-01-27,227813,57,0.557,0.876,0.557,0.387,0.0,0.111,-6.338,0.0374,129.98,4,1
3297,Can You Hold Me,Mansion,NF,2015-03-31,221200,0,0.573,0.214,0.573,0.657,0.000165,0.0635,-6.275,0.0536,132.017,3,1
3298,Why,Why,Bazzi,2018-01-26,151358,0,0.677,0.37,0.677,0.669,0.0,0.108,-6.756,0.038,112.936,4,1
3299,Same Room,Same Room,JP Saxe,2019-06-28,233465,54,0.455,0.623,0.455,0.386,0.0,0.102,-10.883,0.0675,134.093,4,1
3300,Confirmed,Confirmed,BrxkenBxy,2021-07-02,173149,47,0.713,0.0151,0.713,0.858,2.01e-05,0.335,-4.827,0.215,147.091,4,1
3301,Come Alive,Virgil,ill Nicky,2021-09-17,180320,35,0.749,0.00131,0.749,0.64,0.00167,0.317,-7.392,0.0565,90.974,4,1
