,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
907,If It Means a Lot to You,Homesick,A Day To Remember,2009,243226,3,10,1,0.44,0.584,0.112,0.536,0.0,0.456,-8.158,0.0279,126.996,4,1
908,I Miss You,blink-182 (UK Version),blink-182,2003-01-01,227253,0,11,1,0.589,0.661,0.00103,0.783,6.06e-06,0.0732,-6.456,0.0329,110.016,4,1
909,Ocean Avenue,Ocean Avenue,Yellowcard,2003-01-01,198266,73,6,0,0.786,0.486,3.43e-05,0.904,2.83e-05,0.0947,-3.751,0.0638,173.734,4,1
910,DONTTRUSTME,WANT,3OH!3,2008-07-07,192573,72,5,0,0.514,0.791,0.0163,0.713,0.0,0.189,-3.742,0.254,130.012,4,1
911,Damned If I Do Ya (Damned If I Don't),Nothing Personal (Deluxe Version),All Time Low,2009-07-07,187000,0,4,1,0.657,0.554,0.00635,0.902,0.0,0.328,-4.018,0.0569,126.022,4,1
912,Love Drunk,Love Drunk,Boys Like Girls,2009-09-07,226706,65,10,1,0.412,0.44,0.00177,0.976,3.39e-06,0.16,-3.17,0.141,150.005,4,1
913,Here (In Your Arms),Zombies! Aliens! Vampires! Dinosaurs! And More!,Hellogoodbye,2008-01-01,240546,51,5,1,0.79,0.699,0.171,0.612,0.00265,0.268,-6.786,0.037,126.042,4,1
914,My Friends Over You,Sticks and Stones,New Found Glory,2002-01-01,220200,0,2,1,0.441,0.398,0.000291,0.978,0.0,0.0947,-4.001,0.133,177.797,4,1
915,All I Wanted,Brand New Eyes,Paramore,2009-09-22,225786,60,6,0,0.152,0.494,0.0192,0.723,0.0322,0.134,-4.559,0.0441,144.036,4,1
916,Helena,Three Cheers for Sweet Revenge,My Chemical Romance,2004-06-08,204733,74,4,1,0.0857,0.356,0.0142,0.96,0.0,0.209,-3.487,0.104,125.921,4,1
917,Everything Is Alright,Commit This To Memory,Motion City Soundtrack,2005-06-07,207581,0,8,1,0.473,0.436,0.000547,0.945,0.0,0.31,-3.824,0.0957,161.074,4,1
918,The Great Escape,Boys Like Girls,Boys Like Girls,2006,206520,63,1,0,0.505,0.423,0.00166,0.94,0.0,0.178,-4.012,0.0635,149.934,4,1
919,I Don't Wanna Be In Love (Dance Floor Anthem),Good Morning Revival,Good Charlotte,2007-03-16,244000,60,6,1,0.573,0.64,0.0226,0.884,0.0,0.187,-2.609,0.0428,124.968,4,1
920,Come out to LA,Technology,DON BROCO,2018-02-02,209480,0,7,0,0.477,0.531,0.131,0.882,0.0,0.152,-4.883,0.121,105.634,4,1
921,The Taste of Ink,The Used,The Used,2002-06-25,208693,66,7,1,0.541,0.541,0.00143,0.904,0.0,0.193,-3.001,0.0435,98.122,4,1
922,The Kill,A Beautiful Lie,Thirty Seconds To Mars,2005-01-01,231533,74,4,0,0.289,0.179,0.0014,0.912,0.000294,0.582,-3.881,0.0791,182.99,3,1
923,The Curse of Curves,The Same Old Blood Rush With A New Touch,Cute Is What We Aim For,2006-06-19,203626,61,5,1,0.477,0.534,0.39,0.792,0.0,0.191,-4.512,0.0677,145.881,4,1
924,Memory,Palm Trees and Power Lines,Sugarcult,2004-04-13,226080,64,1,1,0.713,0.449,2.04e-05,0.864,0.0,0.108,-3.892,0.0352,167.154,4,1
925,Fireflies,Ocean Eyes,Owl City,2009-01-01,228346,79,3,1,0.472,0.512,0.0275,0.662,0.0,0.118,-6.797,0.0439,180.114,4,1
926,Coffee Shop Soundtrack,Put Up Or Shut Up,All Time Low,2006-07-25,181026,0,9,1,0.43,0.425,0.00228,0.852,0.0,0.0963,-6.148,0.12,184.936,4,1
927,Miserable At Best,A Lesson In Romantics,Mayday Parade,2007-07-10,316986,60,2,1,0.377,0.489,0.572,0.364,0.0,0.108,-10.672,0.03,135.352,4,1
928,Sorry You’re Not a Winner,Sorry You're Not A Winner / OK! Time for Plan B,Enter Shikari,2006-10-29,240213,0,9,1,0.445,0.254,0.106,0.838,7.73e-05,0.0799,-11.59,0.23,174.518,4,1
929,My Paper Heart,The All-American Rejects,The All-American Rejects,2002-01-01,228866,0,0,1,0.8,0.491,0.000352,0.843,2.87e-06,0.343,-4.962,0.0413,171.978,4,1
930,Dark Blue,Everything In Transit (Non-PA Release),Jack's Mannequin,2005-08-23,251933,47,3,1,0.382,0.389,0.00199,0.954,0.0,0.135,-3.945,0.126,162.823,4,1
931,I Hate Everything About You,Three Days Grace,Three Days Grace,2003-04-19,231480,73,6,0,0.453,0.498,0.00461,0.83,0.0,0.139,-5.157,0.0421,89.342,4,1
932,Beating Heart Baby,Decadence,Head Automatica,2004-08-10,203733,52,8,1,0.49,0.458,0.0027,0.971,0.0,0.179,-4.549,0.1,149.944,4,1
933,How You Love Me Now,Hold On Tight,Hey Monday,2008-10-07,197760,51,5,1,0.37,0.393,0.00912,0.965,0.0,0.385,-2.078,0.0734,134.919,4,1
934,I'd Do Anything,"No Pads, No Helmets...Just Balls",Simple Plan,2002-03-19,197640,0,8,1,0.563,0.395,0.00143,0.917,0.0,0.261,-6.86,0.133,169.088,4,1
935,Death Of A Strawberry,Instant Gratification,Dance Gavin Dance,2015-04-10,250973,58,4,1,0.752,0.576,0.0297,0.955,0.0,0.054,-3.122,0.0458,124.972,4,1
936,Last Resort,Infest,Papa Roach,2000-04-25,199893,0,4,0,0.724,0.581,0.000504,0.887,0.00111,0.268,-3.659,0.0624,90.578,4,1
937,Carousel,Carousel,Eat Your Heart Out,2019-03-08,233871,0,1,1,0.14,0.339,0.000207,0.961,0.000107,0.0931,-4.002,0.087,162.05,4,1
938,Tears Don't Fall,The Poison,Bullet For My Valentine,2005,348386,65,7,0,0.233,0.214,0.000705,0.931,3.09e-06,0.0797,-3.347,0.143,162.115,4,1
939,Kryptonite,The Better Life,3 Doors Down,2000,233933,79,11,0,0.543,0.545,0.00664,0.865,1.1e-05,0.168,-5.708,0.0286,99.009,4,1
940,Hot Mess,Hot Mess,Cobra Starship,2009-07-07,172293,50,7,1,0.73,0.642,0.00205,0.87,0.0,0.129,-4.096,0.11,119.987,4,1
941,Numb,Meteora,Linkin Park,2003-03-24,185586,82,9,1,0.243,0.496,0.0046,0.863,0.0,0.639,-4.153,0.0381,110.018,4,1
942,Not Good Enough For Truth In Cliche',Dying Is Your Latest Fashion,Escape the Fate,2006-10-03,231506,61,5,1,0.362,0.372,0.007,0.904,1.34e-06,0.112,-4.438,0.106,159.081,4,1
943,Liar (It Takes One To Know One),Louder Now (Deluxe Edition),Taking Back Sunday,2006-04-25,191133,18,8,0,0.603,0.435,0.00122,0.946,0.0,0.215,-4.753,0.1,93.544,4,1
944,Potential Breakup Song,Insomniatic,Aly & AJ,2007-01-01,219773,71,6,0,0.765,0.572,0.00082,0.89,0.00937,0.564,-4.139,0.039,158.038,4,1
945,My Happy Ending,Under My Skin,Avril Lavigne,2004,242413,70,2,1,0.74,0.414,0.00136,0.936,0.0,0.369,-2.407,0.0758,170.229,4,1
946,Everything I Ask For,Can't Stop Won't Stop,The Maine,2008-01-01,157453,0,9,1,0.671,0.563,0.0377,0.925,0.0,0.23,-4.049,0.0401,105.059,4,1
947,Only One,Ocean Avenue,Yellowcard,2003-01-01,257399,65,1,0,0.304,0.477,8e-05,0.907,7.82e-05,0.149,-4.814,0.0899,81.291,4,1
948,Screaming Infidelities,The Places You Have Come To Fear The Most,Dashboard Confessional,2001,226272,22,1,1,0.209,0.455,0.356,0.522,0.0,0.167,-7.759,0.0299,142.453,4,1
949,All I Want,In A Perfect World,Kodaline,2013-10-08,305746,0,0,1,0.162,0.209,0.172,0.412,0.15,0.0843,-9.733,0.0443,86.26,3,1
950,You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,2017-04-21,218883,0,1,1,0.238,0.713,0.844,0.451,0.00317,0.105,-9.64,0.0294,102.972,4,1
951,To Build A Home,Ma Fleur,The Cinematic Orchestra,2007-05-07,371320,74,9,1,0.0735,0.264,0.885,0.122,0.349,0.094,-15.399,0.0349,148.658,4,1
952,Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347520,73,0,1,0.472,0.61,0.195,0.788,0.0142,0.153,-5.724,0.0585,101.045,4,1
953,affection,we just need some time together,BETWEEN FRIENDS,2018-04-05,235225,75,2,1,0.298,0.273,0.516,0.565,1.68e-06,0.0855,-7.283,0.248,179.518,4,1
954,It's Ok,The Pleasant Trees,Tom Rosenthal,2014-09-01,191352,71,8,0,0.0607,0.561,0.871,0.111,0.205,0.103,-15.11,0.0324,148.191,4,1
955,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,4,0,0.131,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1
956,Wait,"Hurry Up, We're Dreaming",M83,2011-10-18,343253,0,2,1,0.0826,0.426,0.203,0.228,0.14,0.0832,-10.552,0.0322,147.986,4,1
957,Anchor,Bathing Beach,Novo Amor,2017-05-26,257533,77,9,1,0.126,0.457,0.805,0.407,0.884,0.126,-11.475,0.0308,117.053,4,1
958,Sparks,Parachutes,Coldplay,2000-07-10,227093,80,1,1,0.165,0.371,0.748,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,1
959,Beige,Goodpain,Yoke Lore,2017-06-16,204208,23,10,1,0.218,0.434,0.384,0.677,0.0684,0.119,-7.535,0.119,167.927,4,1
960,Wicked Game,Wicked Game,Grace Carter,2019-06-21,170875,62,2,1,0.124,0.373,0.979,0.0556,1.17e-05,0.0881,-9.704,0.038,135.717,5,1
961,Medicine,The Wild Youth EP,Daughter,2011-11-21,258986,68,3,1,0.19,0.215,0.135,0.316,0.244,0.595,-12.201,0.0297,94.619,3,1
962,Hear You Me,Bleed American,Jimmy Eat World,2001-07-17,284373,64,4,1,0.137,0.465,0.00854,0.517,0.0403,0.209,-6.189,0.0284,136.176,3,1
963,Heart Like Yours,If I Stay (Original Motion Picture Soundtrack) [Deluxe Version],Various Artists,2014-08-19,200560,61,7,1,0.338,0.497,0.879,0.259,0.0,0.102,-9.782,0.033,140.117,3,1
964,High Hopes,The High Hopes EP,Kodaline,2013-03-15,231200,0,4,1,0.236,0.426,0.585,0.474,0.0,0.119,-6.355,0.0324,154.469,4,1
965,Wasting My Young Years,If You Wait (Deluxe Version),London Grammar,2013-01-01,204266,61,5,0,0.107,0.54,0.855,0.285,0.00118,0.0937,-11.377,0.0378,126.881,4,1
966,Come On Mess Me Up,This Is Our Vice,Cub Sport,2016-03-04,203641,53,4,1,0.0387,0.326,0.0512,0.599,6.62e-06,0.145,-5.595,0.0338,149.919,4,1
967,This Is Home,This Is Home,Cavetown,2015-08-03,226073,0,7,1,0.212,0.81,0.56,0.266,1.05e-06,0.0962,-12.478,0.0407,130.041,4,1
968,Turning Page,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,255373,55,3,1,0.189,0.304,0.912,0.379,0.025,0.112,-8.484,0.029,125.203,4,1
969,Chasing Cars,Chasing Cars,Snow Patrol,2006-01-01,266346,61,9,1,0.144,0.556,0.214,0.595,8.33e-05,0.125,-4.51,0.0275,104.001,4,1
970,My Immortal,Fallen,Evanescence,2003-03-04,262533,74,9,1,0.101,0.19,0.863,0.265,0.0,0.134,-9.206,0.0356,79.012,4,1
971,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,84,5,1,0.213,0.557,0.731,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4,1
972,Re: Stacks,"For Emma, Forever Ago",Bon Iver,2008-02-19,401413,35,2,1,0.314,0.676,0.979,0.0812,0.416,0.118,-22.846,0.0398,125.053,4,1
973,Ego,Ego,Scruffpuppie,2020-06-23,148253,0,0,1,0.0446,0.431,0.613,0.188,8.28e-05,0.105,-9.965,0.0252,78.172,4,1
974,i was all over her,melanchole,salvia palth,2013-01-01,161462,76,7,1,0.0601,0.529,0.788,0.353,0.853,0.116,-12.835,0.0292,104.557,4,1
975,Yellow,Parachutes,Coldplay,2000-07-10,266773,86,11,1,0.285,0.429,0.00239,0.661,0.000121,0.234,-7.227,0.0281,173.372,4,1
976,Everytime,In The Zone,Britney Spears,2003-11-13,230306,65,3,1,0.114,0.398,0.966,0.284,8.57e-05,0.116,-12.852,0.0337,109.599,4,1
977,Elise,Elise,The Greeting Committee,2017-02-24,254750,57,0,1,0.227,0.64,0.864,0.0561,0.0,0.165,-13.156,0.0604,123.258,3,1
978,More Than Words,Far From Perfect,Chris Lanzon,2021-06-11,234996,41,1,1,0.159,0.333,0.872,0.0931,0.00734,0.155,-20.125,0.0322,112.783,4,1
979,Never Alone,One Night Alone,Winterpark,2007-04-12,215973,0,1,1,0.087,0.479,0.381,0.467,0.00233,0.116,-11.092,0.027,97.038,4,1
980,Never Say Never,The Fray,The Fray,2009-02-02,256613,70,8,1,0.262,0.23,0.568,0.492,8.18e-06,0.176,-5.767,0.0317,160.139,4,1
981,Trouble,Parachutes,Coldplay,2000-07-10,273426,72,11,0,0.195,0.565,0.189,0.546,0.0015,0.17,-7.496,0.0314,139.757,4,1
982,All I've Ever Known,Bahamas Is Afie,Bahamas,2014-08-19,375973,57,5,1,0.254,0.681,0.688,0.202,0.247,0.108,-11.16,0.0317,126.05,4,1
983,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,81,1,0,0.0895,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4,1
984,Clarity - Acoustic,Acoustic Sessions (Spotify),Foxes,2013-11-11,216040,51,8,1,0.276,0.526,0.808,0.361,0.0,0.108,-5.233,0.0324,120.382,4,1
985,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1
986,Feeling Whitney,Stoney (Deluxe),Post Malone,2016-12-09,257266,76,0,1,0.226,0.412,0.787,0.227,4.69e-06,0.282,-12.696,0.0359,80.111,4,1
987,Creep,Creep,Kina Grannis,2017-04-14,234135,61,7,1,0.179,0.585,0.801,0.103,0.0,0.126,-12.682,0.0309,133.057,4,1
988,Treasure,Designer,Aldous Harding,2019-04-26,251520,22,9,0,0.35,0.607,0.949,0.154,0.000823,0.0901,-12.44,0.0468,135.543,4,1
989,I'm In Love With You,This Is Love,Elizabeth Riordan,2016-08-24,201706,0,2,1,0.226,0.305,0.961,0.224,0.00785,0.112,-12.816,0.0312,169.526,4,1
990,Godspeed,Blonde,Frank Ocean,2016-08-20,177922,76,6,1,0.0773,0.421,0.931,0.0952,0.000201,0.126,-12.561,0.0479,109.698,4,1
991,Ghost,Ghost,Roderick Porter,2019-01-07,166624,6,11,1,0.337,0.673,0.691,0.376,0.543,0.45,-14.029,0.0407,118.035,4,1
992,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0,0,0.437,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1
993,July,July,Noah Cyrus,2019-07-31,156106,2,9,0,0.321,0.708,0.868,0.186,0.0,0.0779,-8.953,0.0422,72.541,4,1
994,How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,80,10,1,0.361,0.64,0.269,0.743,0.0,0.101,-4.08,0.0379,122.035,4,1
995,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
996,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,4,1,0.0823,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1
997,Bleeding Love,Spirit,Leona Lewis,2007,262466,77,5,1,0.225,0.638,0.188,0.656,0.0,0.146,-5.886,0.0357,104.036,4,1
998,The A Team,The A Team,Ed Sheeran,2011-05-01,258588,25,9,1,0.366,0.626,0.678,0.286,0.0,0.134,-9.933,0.0374,84.954,4,1
999,Shouldn't Come Back,Demi,Demi Lovato,2013-01-01,229693,0,7,1,0.394,0.524,0.785,0.352,0.0,0.228,-4.139,0.0295,111.725,4,1
1000,Beneath Your Beautiful (feat. Emeli Sandé),Electronic Earth (Expanded Edition),Labrinth,2012-04-02,271813,69,2,1,0.238,0.561,0.227,0.522,0.0,0.104,-5.857,0.0318,83.962,4,1
1001,I'm So Sorry.,I'm So Sorry.,Young Prince,2020-04-21,162037,37,7,0,0.179,0.654,0.351,0.163,0.0,0.0851,-24.835,0.1,139.98,4,1
1002,Not About Angels,Not About Angels,Birdy,2014-04-13,189475,73,0,1,0.219,0.405,0.964,0.111,4.37e-05,0.0872,-11.879,0.0369,116.86,4,1
1003,Jealous,Jealous,Labrinth,2014-11-21,287693,7,1,1,0.104,0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,3,1
1004,Fix You,X&Y,Coldplay,2005-06-07,295533,82,3,1,0.124,0.209,0.164,0.417,0.00196,0.113,-8.74,0.0338,138.178,4,1
1005,Let It Go,Let It Go,James Bay,2014-06-03,261160,0,1,1,0.271,0.57,0.827,0.278,1.68e-05,0.11,-11.411,0.0295,146.944,4,1
1006,Love,Love,Lana Del Rey,2017-02-18,278360,0,10,1,0.266,0.322,0.455,0.352,0.00333,0.11,-10.986,0.0309,70.429,3,1
1007,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Fifty Shades Darker (Original Motion Picture Soundtrack),Various Artists,2017-02-10,252320,0,4,1,0.13,0.409,0.461,0.413,0.0,0.0765,-6.722,0.0296,137.02,4,1
1008,Too Much To Ask,Too Much To Ask,Niall Horan,2017-09-14,223043,0,0,1,0.196,0.517,0.375,0.552,0.0,0.106,-6.401,0.039,153.747,4,1
1009,Never Ever (feat. Sarah),Never Ever (feat. Sarah),The Rubens,2018-04-12,200992,0,6,0,0.241,0.72,0.285,0.482,0.0,0.115,-4.704,0.0402,111.867,4,1
1010,You Ruin Me,The Veronicas,The Veronicas,2014-10-24,231213,55,5,1,0.222,0.478,0.705,0.442,0.0,0.119,-5.165,0.0285,93.005,5,1
1011,Can't Buy Happiness,Can't Buy Happiness,Tash Sultana,2019-04-04,191759,56,8,0,0.166,0.385,0.858,0.231,0.00321,0.108,-10.612,0.0309,100.95,4,1
1012,Rum Rage,Land Of Pleasure,Sticky Fingers,2014-08-01,252299,1,5,1,0.362,0.594,0.873,0.273,0.0,0.0895,-9.402,0.0291,131.851,4,1
1013,Stay,Unapologetic (Deluxe),Rihanna,2012-12-11,240706,77,9,0,0.125,0.621,0.945,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4,1
1014,For Someone,Can Summer Love Last Forever?,flora cash,2016-03-18,283708,0,6,1,0.221,0.509,0.843,0.266,0.0121,0.136,-13.017,0.0286,149.859,3,1
1015,Snow,Snow,Angus & Julia Stone,2017-09-15,252160,45,2,1,0.813,0.741,0.16,0.571,0.0076,0.113,-7.541,0.0289,105.732,4,1
1016,Here With Me,No Angel,Dido,1999,255400,65,11,0,0.333,0.555,0.113,0.578,3.43e-06,0.0747,-7.942,0.0277,83.382,4,1
1017,I Wasted You,Press,flora cash,2019-03-22,222000,44,9,0,0.268,0.426,0.222,0.665,0.0,0.142,-4.357,0.0358,175.959,4,1
1018,"Read All About It, Pt. III",Our Version Of Events (Special Edition),Emeli Sandé,2012-01-01,283706,68,2,1,0.343,0.63,0.822,0.44,3.87e-06,0.0926,-7.186,0.0249,98.082,4,1
1019,Jar of Hearts,lovestrong.,Christina Perri,2011-05-10,246587,74,3,1,0.0886,0.349,0.726,0.348,0.0,0.12,-6.142,0.0316,74.541,4,1
1020,You Found Me,The Fray,The Fray,2009-02-02,241853,75,8,0,0.4,0.338,0.0187,0.803,0.0,0.136,-5.412,0.0413,151.994,4,1
1021,Better Days,Better Days,Pete Murray,2005-09-02,226333,28,1,1,0.329,0.635,0.154,0.561,0.000167,0.361,-7.458,0.0248,113.99,4,1
1022,Heaven - Candlelight Mix,Heaven,DJ Sammy,2002-08-06,242586,0,2,1,0.386,0.519,0.967,0.189,0.000802,0.0717,-11.54,0.0375,124.964,4,1
1023,"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,2016-03-25,251033,79,6,0,0.18,0.492,0.687,0.275,0.0,0.101,-13.4,0.3,92.6,4,1
1024,Say Something,Is There Anybody Out There? - Track by Track Commentary,A Great Big World,2014-01-13,229400,71,2,1,0.0765,0.407,0.857,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,3,1
1025,A Thousand Years,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,285120,66,10,1,0.161,0.421,0.309,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,1
1026,"I Need You , I Fall to My Knees","I Need You , I Fall to My Knees",Kid Tris,2018-02-26,216906,41,1,0,0.377,0.678,0.952,0.121,0.0671,0.145,-20.207,0.0694,115.99,4,1
1027,Because of You,Breakaway,Kelly Clarkson,2004-01-17,219493,70,5,0,0.136,0.583,0.254,0.584,0.0,0.123,-5.362,0.0314,140.039,4,1
1028,You're Beautiful,Back to Bedlam,James Blunt,2005-10-04,209493,65,0,0,0.454,0.675,0.633,0.479,1.76e-05,0.088,-9.87,0.0278,81.998,4,1
1029,Colors - Stripped,Complementary Colors,Halsey,2016-04-22,266733,0,1,1,0.0388,0.255,0.685,0.371,0.0,0.124,-8.935,0.0565,205.432,4,1
1030,Forever Young,Casino Twilight Dogs,Youth Group,2007-01-30,239120,53,11,1,0.301,0.379,0.0167,0.664,0.000679,0.0915,-6.863,0.0307,115.272,4,1
1031,Skinny Love,Birdy,Birdy,2011-11-07,201080,58,4,1,0.169,0.379,0.952,0.29,0.00106,0.118,-8.485,0.051,166.467,4,1
1032,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,290146,0,5,1,0.174,0.369,0.0194,0.467,0.46,0.109,-9.018,0.0274,94.475,4,1
1033,Breathe Me,Colour The Small One,Sia,2004-01-01,272800,66,0,1,0.212,0.552,0.0364,0.643,0.74,0.105,-7.36,0.0327,120.012,4,1
1034,You Broke My Heart Again,You Broke My Heart Again,Teqkoi,2018-10-13,103400,71,3,1,0.224,0.55,0.956,0.143,0.0,0.195,-15.685,0.241,74.918,4,1
1035,Love The Way You Lie,Recovery,Eminem,2010-06-18,263373,81,10,1,0.641,0.749,0.241,0.925,0.0,0.52,-5.034,0.227,86.989,4,1
1036,Hurt,Keeps Gettin' Better: A Decade Of Hits,Christina Aguilera,2008-11-07,243626,0,4,0,0.101,0.254,0.769,0.285,0.0,0.0997,-7.112,0.0382,74.858,4,1
1037,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,84,4,1,0.201,0.614,0.607,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4,1
1038,You & I - Piano Version,You & I,One Direction,2014-05-25,222413,0,1,1,0.187,0.597,0.837,0.226,0.0,0.11,-9.362,0.0353,130.807,4,1
1039,When You're Gone,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,240493,70,4,0,0.168,0.457,0.191,0.719,0.0,0.228,-3.921,0.0323,142.034,4,1
1040,The One That Got Away - Acoustic,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,259040,68,4,1,0.352,0.714,0.697,0.434,0.0,0.0919,-11.542,0.0396,123.942,4,1
1041,Apologize,Shock Value,Timbaland,2007-01-01,184400,53,8,1,0.0779,0.657,0.0361,0.604,0.0,0.102,-6.006,0.0296,118.042,4,1
1042,Do You Remember,Thirty One,Jarryd James,2015-09-11,234866,52,1,0,0.299,0.669,0.198,0.302,0.000345,0.115,-10.896,0.0674,71.988,4,1
1043,I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,82,5,1,0.493,0.677,0.529,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,4,1
1044,Let Her Go,All the Little Lights (Deluxe Version),Passenger,2013-11-29,252733,70,7,1,0.244,0.479,0.365,0.545,0.0,0.0963,-7.346,0.0688,74.897,4,1
1045,Big Jet Plane,Down The Way,Angus & Julia Stone,2010-03-12,239120,61,10,0,0.257,0.766,0.252,0.376,0.00861,0.0908,-8.622,0.0267,109.944,4,1
1046,Wish You Were Here,Goodbye Lullaby (Expanded Edition),Avril Lavigne,2011-03-08,225760,67,4,1,0.34,0.454,0.0323,0.865,0.0,0.186,-3.841,0.0561,166.018,4,1
1047,Happiness is a butterfly,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,272485,72,2,1,0.156,0.467,0.969,0.119,1.4e-06,0.0973,-10.99,0.0401,70.499,4,1
1048,Surrender,Surrender,Natalie Taylor,2015-10-29,183103,0,5,0,0.077,0.39,0.8,0.448,0.182,0.107,-8.57,0.0276,144.89,5,1
1049,I Can't Handle Change,I Can't Handle Change,Roar,2010-03-14,198213,82,5,1,0.39,0.247,0.0447,0.438,0.000867,0.111,-8.478,0.0358,185.711,3,1
1050,i was all over her,melanchole,salvia palth,2013-01-01,161462,76,7,1,0.0601,0.529,0.788,0.353,0.853,0.116,-12.835,0.0292,104.557,4,1
1051,I Met Sarah in the Bathroom,I Met Sarah in the Bathroom,awfultune,2019-07-31,121374,80,0,1,0.229,0.675,0.901,0.408,0.000714,0.16,-10.861,0.142,90.111,4,1
1052,Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,179867,81,5,1,0.446,0.68,0.612,0.729,0.0,0.224,-5.077,0.0475,123.97,4,1
1053,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1
1054,Moral of the Story,Moral of the Story,Ashe,2019-02-14,201083,76,10,1,0.265,0.572,0.587,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,4,1
1055,Violent,Violent,carolesdaughter,2020-11-23,135877,75,2,1,0.411,0.797,0.331,0.755,2.26e-06,0.124,-5.393,0.0293,129.955,4,1
1056,Jealous,Jealous,Eyedress,2019-12-06,122338,70,9,0,0.696,0.474,0.00491,0.921,0.859,0.476,-10.431,0.0457,93.007,4,1
1057,Sports,Sports,Beach Bunny,2018-01-01,164165,74,9,1,0.524,0.231,0.000653,0.877,0.026,0.0694,-5.278,0.0574,186.142,4,1
1058,Prom Queen,Prom Queen,Beach Bunny,2018-08-10,136562,78,4,1,0.751,0.528,0.000391,0.797,0.011,0.14,-7.487,0.0485,143.785,4,1
1059,Young,Vibes,Vacations,2016-12-09,189160,81,7,1,0.594,0.498,0.00392,0.81,0.00717,0.0635,-4.065,0.0263,79.935,4,1
1060,Vas,Triplbt Theme,jagger finn,2019-08-28,90323,77,0,1,0.416,0.514,0.918,0.424,0.849,0.126,-10.645,0.0282,71.114,4,1
1061,Tired,Patched Up,beabadoobee,2018-12-07,199514,73,7,0,0.345,0.63,0.483,0.418,0.15,0.111,-7.111,0.0254,140.037,4,1
1062,Juliet,Animal Kingdom,Cavetown,2019-04-12,278991,77,6,1,0.364,0.546,0.00346,0.586,0.00114,0.0562,-8.488,0.0313,131.778,4,1
1063,Freaks,Buds,Surf Curse,2015-05-10,147036,22,9,1,0.403,0.346,4.16e-05,0.944,0.565,0.0546,-9.874,0.0485,179.63,4,1
1064,She Likes Another Boy,She Likes Another Boy + Talk 2 U,Oscar Lang,2017-07-23,207826,73,1,0,0.327,0.703,0.922,0.191,0.865,0.114,-14.078,0.0287,61.932,4,1
1065,YKWIM?,Bipolar,Yot Club,2019-05-31,212750,11,9,1,0.258,0.599,0.935,0.537,0.893,0.301,-7.625,0.0268,123.722,3,1
1066,Not Allowed,Who Really Cares,TV Girl,2016-02-25,167864,81,1,1,0.563,0.67,0.669,0.905,0.000227,0.349,-6.855,0.129,104.965,4,1
